Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - Syndata,https://www.crunchbase.com/funding_round/syndata-ab-seed--2e027cd4,"Data Integration, Machine Learning, Privacy, SaaS",,,230000,EUR,244980,Seed,2022-06-01,,,,Syndata,https://www.crunchbase.com/organization/syndata-ab,"Stockholm, Stockholms Lan, Sweden, Europe",Unlocking the value of data assets through generative AI SaaS - accelerating machine learning and simplifying compliance,https://syndata.co,Seed,2,370000,EUR,395629,Yes,Seed,
Pre Seed Round - dstack,https://www.crunchbase.com/funding_round/dstack-ai-pre-seed--28f8da1c,"Artificial Intelligence (AI), Cloud Data Services, Information Technology",Rheingau Founders,Rheingau Founders,,,,Pre-Seed,2022-01-18,,,,dstack,https://www.crunchbase.com/organization/dstack-ai,"Munich, Bayern, Germany, Europe",dstack is an open-source tool that enables defining ML workflows as code.,https://dstack.ai,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Virtuall,https://www.crunchbase.com/funding_round/virtuall-pre-seed--5669a843,"3D Technology, Business Intelligence, E-Commerce Platforms, Gamification, Information Technology, Infrastructure, Metaverse, SaaS, Social Media",Antler,Antler,130000,USD,130000,Pre-Seed,2022-01-01,,,,Virtuall,https://www.crunchbase.com/organization/virtuall,"Copenhagen, Hovedstaden, Denmark, Europe",B2B SaaS & Marketplace - 3D Content Management,https://virtuall.pro,Seed,2,998786,USD,998786,Yes,Seed,1
Pre Seed Round - TERASi,https://www.crunchbase.com/funding_round/terasi-pre-seed--579a65c5,"Manufacturing, Semiconductor, Telecommunications, Wireless",,"KTH Holding, Sting",,,,Pre-Seed,2022-01-01,,,,TERASi,https://www.crunchbase.com/organization/terasi,"Stockholm, Stockholms Lan, Sweden, Europe","We make wireless hardware that offers best-in-class performance, size and weight.",http://www.terasi.io,Seed,3,13000000,SEK,1248655,Yes,Seed,2
Pre Seed Round - vamos!,https://www.crunchbase.com/funding_round/getvamos-pre-seed--e74554b0,Mobile Apps,Marcel Bößendörfer,Marcel Bößendörfer,,,,Pre-Seed,2022-02-12,,,,vamos!,https://www.crunchbase.com/organization/getvamos,"Cologne, Nordrhein-Westfalen, Germany, Europe",vamos is a platform for spontaneous and friendly get-togethers among young people.,https://getvamos.app,Seed,1,,,,Yes,M&A,1
Seed Round - Detecht,https://www.crunchbase.com/funding_round/detecht-seed--58802d61,Automotive,Chalmers Ventures AB,Chalmers Ventures AB,10700000,SEK,1147315,Seed,2022-03-29,,,,Detecht,https://www.crunchbase.com/organization/detecht,"Gothenburg, Vastra Gotaland, Sweden, Europe",Detecht is a company working for the development of a mobile app for motorcyclists.,https://www.detecht.se/,Seed,4,1905959,USD,1905959,Yes,Early Stage Venture,1
Pre Seed Round - Root Global,https://www.crunchbase.com/funding_round/root-global-pre-seed--73211a27,"B2B, Food and Beverage, SaaS, Sustainability",Project A Ventures,"Andreas Berger, Julius Koehler, Mario Götze, Markus Windisch, Maximilian Viessmann, Mengting Gao, Michael Brinkmann, Mike Rötgers, Nucleus Capital, Project A Ventures, Vassili Samolis",2500000,EUR,2551387,Pre-Seed,2022-07-27,,,,Root Global,https://www.crunchbase.com/organization/root-global,"Berlin, Berlin, Germany, Europe",Root Global develops carbon accounting and emissions management platforms to help companies manage and reduce their environmental footprint.,https://www.rootglobal.io/,Seed,2,10500000,EUR,11404029,Yes,Seed,11
Seed Round - Sunhero,https://www.crunchbase.com/funding_round/sunhero-seed--c05cb868,"Renewable Energy, Solar",Speedinvest,"Acurio Ventures, Kintxo Cortés, Manu Gupta, Speedinvest",3500000,EUR,3957101,Seed,2022-02-14,,,,Sunhero,https://www.crunchbase.com/organization/sunhero,"Berlin, Berlin, Germany, Europe",Sunhero delivers custom-built solar panel solutions.,https://www.sunhero.com,Seed,3,16500000,EUR,17834089,Yes,Early Stage Venture,4
Seed Round - Wrlds Creations,https://www.crunchbase.com/funding_round/wrlds-creations-seed--4af3e142,"E-Commerce, Internet of Things, PaaS, Wireless",,,650000,USD,650000,Seed,2022-04-26,,,,Wrlds Creations,https://www.crunchbase.com/organization/wrlds-creations,"Stockholm, Stockholms Lan, Sweden, Europe","WRLDS Creations offers IoT platform, Connected consumer goods, IoT as a service",https://www.wrlds.com,Seed,4,2050000,USD,2050000,Yes,Seed,
Seed Round - eCovery GmbH,https://www.crunchbase.com/funding_round/ecovery-seed--db120885,"Apps, Health Care, Information Technology, Medical Device, mHealth, Personal Health, Software, Therapeutics",,"1750 Ventures, adesso ventures",,,,Seed,2022-06-16,,,,eCovery GmbH,https://www.crunchbase.com/organization/ecovery,"Leipzig, Sachsen, Germany, Europe","Physiotherapy for everybody's pocket: We offer solutions for knee, back and hip pain, reimbursable and EU wide.",https://ecovery.de/,Seed,3,,,,Yes,Seed,2
Pre Seed Round - Fever,https://www.crunchbase.com/funding_round/fever-3343-pre-seed--bcbcd0a5,Renewable Energy,La Famiglia,"La Famiglia, Norrsken VC",1570000,USD,1570000,Pre-Seed,2022-02-20,,,,Fever,https://www.crunchbase.com/organization/fever-3343,"Stockholm, Stockholms Lan, Sweden, Europe",Forefront of Flexibility,https://www.fever.energy,Seed,2,12342902,USD,12342902,Yes,Seed,2
Seed Round - GOALS,https://www.crunchbase.com/funding_round/goals-seed--d77735cb,"Blockchain, Gaming, Online Games",Northzone,"Aleksander Leonard Larsen, Banana Capital, CASSIUS, Cherry Ventures, Gerard Pique, Magdalena Kala, Matthew Ball, Moonfire Ventures, Nicolas Julia, Northzone, Not Boring",15000000,USD,15000000,Seed,2022-04-05,,,,GOALS,https://www.crunchbase.com/organization/goals,"Stockholm, Stockholms Lan, Sweden, Europe",GOALS is our attempt to give football the game it deserves.,https://goals.co/,Seed,2,35000000,USD,35000000,Yes,Early Stage Venture,11
Pre Seed Round - Manna Insect,https://www.crunchbase.com/funding_round/manna-insect-pre-seed--f9648fe8,"Agriculture, AgTech, Animal Feed, Artificial Intelligence (AI)",,"Founders Factory, G-Force",375000,EUR,395071,Pre-Seed,2022-05-01,,,,Manna Insect,https://www.crunchbase.com/organization/manna-insect,"Kempele, Oulu, Finland, Europe",Manna Insect offers technology for upcycling biowaste into animal feed and fertilizer.,https://www.mannainsect.com/,Seed,7,1079000,EUR,1199390,Yes,Seed,2
Seed Round - Closelink,https://www.crunchbase.com/funding_round/closelink-seed--20970da0,Internet,,Signal Ventures,,,,Seed,2022-07-31,,,,Closelink,https://www.crunchbase.com/organization/closelink,"Hamburg, Hamburg, Germany, Europe",Closelink is a cloud-based purchasing platform for marine lubricants that allows buyer and seller to work on the same page.,http://www.closelink.net/,Seed,3,,,,Yes,Seed,1
Pre Seed Round - Healthtech 1,https://www.crunchbase.com/funding_round/healthtech-1-pre-seed--c4b1f0e6,"Health Care, Primary and Urgent Care",DigitalHealth.London Accelerator,DigitalHealth.London Accelerator,,,,Pre-Seed,2022-01-18,,,,Healthtech 1,https://www.crunchbase.com/organization/healthtech-1,"England, Nordrhein-Westfalen, Germany, Europe",Healthtech 1 focuses on automating away admin tasks in primary care.,https://healthtech1.uk/,Seed,3,3941226,USD,3941226,Yes,Seed,1
Pre Seed Round - Leyr,https://www.crunchbase.com/funding_round/leyr-pre-seed--8d4183a1,"Data Integration, Electronic Health Record (EHR), Health Care",Antler,Antler,125000,USD,125000,Pre-Seed,2022-06-30,,,,Leyr,https://www.crunchbase.com/organization/leyr,"Stockholm, Stockholms Lan, Sweden, Europe","Leyr provides an API aggregator platform to build integrations between systems which operate with health data, and medical record systems.",https://leyr.io/,Seed,2,760000,USD,760000,Yes,Seed,1
Seed Round - Denizen,https://www.crunchbase.com/funding_round/denizen-22ea-seed--9e3fb5c3,"Commercial Real Estate, Communities, Coworking, Hospitality",Porsche Digital,Porsche Digital,2100000,EUR,2320186,Seed,2022-04-01,,,,Denizen,https://www.crunchbase.com/organization/denizen-22ea,"Berlin, Berlin, Germany, Europe",Denizen provides a digital platform assists people meet and connect with their local communities.,https://www.thisisdenizen.com,Seed,2,2650000,EUR,2992149,Yes,Seed,1
Seed Round - Anyday,https://www.crunchbase.com/funding_round/anyday-d61f-seed--4745eef3,"E-Commerce, Payments",Inventure,Inventure,4000000,EUR,4436611,Seed,2022-03-29,,,,Anyday,https://www.crunchbase.com/organization/anyday-d61f,"Aarhus, Midtjylland, Denmark, Europe","Anyday is a preferred checkout solution for e-commerce, by creating the best shopping experience for customers.",http://anyday.io,Seed,1,4000000,EUR,4436611,Yes,Seed,1
Pre Seed Round - Olakino,https://www.crunchbase.com/funding_round/olakino-pre-seed--b802f5b9,"Health Care, Wellness",,,210000,EUR,227538,Pre-Seed,2022-04-21,1800000,EUR,1950327,Olakino,https://www.crunchbase.com/organization/olakino,"Helsinki, Southern Finland, Finland, Europe",Olakino is a exercise app that helps people who are suffering from diabetes to exercise in a safe way.,https://www.olakino.fi,Seed,3,310000,EUR,335434,Yes,Seed,
Pre Seed Round - Norgald,https://www.crunchbase.com/funding_round/norgald-pre-seed--73040c78,"Cyber Security, Information Technology, Network Security",Chalmers Ventures AB,Chalmers Ventures AB,325000,SEK,30983,Pre-Seed,2022-07-09,,,,Norgald,https://www.crunchbase.com/organization/norgald,"Göteborg, Vastra Gotaland, Sweden, Europe",Norgald is a cyber security company that works with vulnerability management of the cyber-physical components of critical infrastructure.,https://www.norgald.com/,Seed,2,625000,SEK,60088,Yes,Seed,1
Pre Seed Round - Skoog,https://www.crunchbase.com/funding_round/skoog-e841-pre-seed--157de87e,"Forestry, Information Technology, Remote Sensing",Antler,Antler,130000,USD,130000,Pre-Seed,2022-05-06,1125000,USD,1125000,Skoog,https://www.crunchbase.com/organization/skoog-e841,"Oslo, Oslo, Norway, Europe",Skoog uses remote sensing and AI to supply forest-based carbon credits at scale.,http://skoog.earth,Seed,1,130000,USD,130000,Yes,Seed,1
Pre Seed Round - Fastighetsloggen,https://www.crunchbase.com/funding_round/fastighetsloggen-pre-seed--90b9cc0c,"Property Management, Real Estate, Rental",,,4300000,SEK,437554,Pre-Seed,2022-03-05,,,,Fastighetsloggen,https://www.crunchbase.com/organization/fastighetsloggen,"Stockholm, Stockholms Lan, Sweden, Europe","Fastighetsloggen is an application that provides consulting, rental, real estate, property management, and information solutions.",https://www.fastighetsloggen.se,Seed,1,4300000,SEK,437554,Yes,Seed,
Pre Seed Round - Looks,https://www.crunchbase.com/funding_round/looks-xr-pre-seed--9f51db64,"Artificial Intelligence (AI), Consumer Software, Fashion, Machine Learning, Software",Merantix Capital,Merantix Capital,,,,Pre-Seed,2022-06-01,,,,Looks,https://www.crunchbase.com/organization/looks-xr,"Berlin, Berlin, Germany, Europe",Looks is a mobile application that enables users to customize outfits based on the occasion.,https://www.looks.co,Seed,1,,,,Yes,Seed,1
Seed Round - Kavall,https://www.crunchbase.com/funding_round/kavall-seed--0b9e6989,"Delivery Service, Grocery, Mobile Apps","Bring Ventures, Nordic Angels","Bring Ventures, Nordic Angels",22000000,SEK,2167005,Seed,2022-06-16,,,,Kavall,https://www.crunchbase.com/organization/kavall,"Stockholm, Stockholms Lan, Sweden, Europe",Kavall is a grocery startup that focuses on delivering goods.,https://kavall.co/,Seed,3,227000000,SEK,24178568,Yes,M&A,2
Seed Round - UniApp,https://www.crunchbase.com/funding_round/uni-app-seed--83994ac6,"EdTech, Education, Higher Education",,,1000000,EUR,1050966,Seed,2022-05-02,,,,UniApp,https://www.crunchbase.com/organization/uni-app,"Frankfurt, Hessen, Germany, Europe",UniApp is an EdTech Empowering International Education,https://uni-app.com,Seed,1,1000000,EUR,1050966,Yes,Seed,
Pre Seed Round - Geany,https://www.crunchbase.com/funding_round/geany-pre-seed--d98fcfac,"Desktop Apps, Developer Tools, Project Management, Software",Antler,Antler,190000,AUD,132123,Pre-Seed,2022-05-09,,,,Geany,https://www.crunchbase.com/organization/geany,"Cologne, Nordrhein-Westfalen, Germany, Europe",Geany is a text editor using the GTK+ toolkit with basic features of an integrated development environment.,https://www.geany.org,Seed,1,190000,AUD,132123,Yes,Seed,1
Seed Round - Flowers-Software GmbH,https://www.crunchbase.com/funding_round/flowers-software-seed--6c86ffdb,"Developer Platform, Information Technology, Software",La Famiglia,"Carsten Thoma, Collective Ventures, Fabian Silberer, Gonzalo Manrique, Ignaz Forstmeier, La Famiglia, LEA Partners, Marco Reinbold",3200000,USD,3200000,Seed,2022-04-13,,,,Flowers-Software GmbH,https://www.crunchbase.com/organization/flowers-software,"Munich, Bayern, Germany, Europe",Flowers-Software builds the first Organisational Management Software - a navigation Software for processes.,https://www.flowers-software.de/,Seed,3,10219847,USD,10219847,Yes,,8
Pre Seed Round - basenode.io,https://www.crunchbase.com/funding_round/basenode-io-pre-seed--946beb9c,"Accounting, Cryptocurrency",,,250000,EUR,283258,Pre-Seed,2022-01-10,,,,basenode.io,https://www.crunchbase.com/organization/basenode-io,"Berlin, Berlin, Germany, Europe","SaaS, WebApp, Crypto Payments, Accounting",http://www.basenode.io,Seed,2,250000,EUR,283258,Yes,Seed,
Pre Seed Round - Recyclehero,https://www.crunchbase.com/funding_round/recycle-hero-pre-seed--cbdcaa17,"Recycling, Sustainability, Waste Management",,"Tilman Finlay Freundlich, Wilfried Gillrath",,,,Pre-Seed,2022-07-14,,,,Recyclehero,https://www.crunchbase.com/organization/recycle-hero,"Hamburg, Hamburg, Germany, Europe",Building the leading reverse logistics platform to accelerate the world’s transition to a circular future.,https://www.recyclehero.de/,Seed,2,1500000,EUR,1600586,Yes,Seed,2
Seed Round - Informed,https://www.crunchbase.com/funding_round/informed-87b6-seed--0f62fbd7,"Media and Entertainment, News, Online Forums",,"468 Capital, HV Capital",5000000,EUR,5321498,Seed,2022-04-26,,,,Informed,https://www.crunchbase.com/organization/informed-87b6,"Berlin, Berlin, Germany, Europe","Informed offers a radical platform that uses modern technologies to curate news and events, enabling users to enjoy the information.",https://www.informed.so/,Seed,1,5000000,EUR,5321498,Yes,Seed,2
Pre Seed Round - Planted Green,https://www.crunchbase.com/funding_round/planted-green-pre-seed--2ffe800e,"Organic, Renewable Energy, Sustainability",neoteq ventures,"Friedrich A. Neuman, Jochen Berger, Johannes Sass, Julius Göllner, Lucas von Fürstenberg, neoteq ventures, Rivus Capital, Smart Infrastructure Ventures ('SIVentures')",1000000,EUR,1056484,Pre-Seed,2022-06-22,,,,Planted Green,https://www.crunchbase.com/organization/planted-green,"Cologne, Nordrhein-Westfalen, Germany, Europe","Our AI software offers full ESG management, from materiality analysis and carbon footprint to CSRD reports and biodiversity protection.",https://www.planted.green/,Seed,2,1000000,EUR,1056484,Yes,Seed,8
Seed Round - Urbify,https://www.crunchbase.com/funding_round/urbeee-seed--422e3cf5,"Delivery, E-Commerce, Information Technology, Logistics, Mobile",Ralf Huep,Ralf Huep,2250000,EUR,2396541,Seed,2022-06-01,,,,Urbify,https://www.crunchbase.com/organization/urbeee,"Berlin, Berlin, Germany, Europe",Urbify offers an integrated delivery operating system for online retailers to provide same-day and next-day deliveries.,https://www.urbify.de,Seed,3,2300000,EUR,2452162,Yes,Seed,1
Pre Seed Round - Vesiro,https://www.crunchbase.com/funding_round/vesiro-pre-seed--47041649,"Database, Information Technology",Chalmers Ventures AB,Chalmers Ventures AB,425000,SEK,41250,Pre-Seed,2022-07-01,,,,Vesiro,https://www.crunchbase.com/organization/vesiro,"Göteborg, Vastra Gotaland, Sweden, Europe",Vesiro enables companies to scale their databases with increased performance.,https://www.vesiro.com/,Seed,3,5625000,SEK,541990,Yes,Seed,1
Pre Seed Round - Jetty,https://www.crunchbase.com/funding_round/jetty-e9db-pre-seed--5a04bd73,"Employment, Human Resources",Antler,Antler,170000,EUR,184694,Pre-Seed,2022-04-07,,,,Jetty,https://www.crunchbase.com/organization/jetty-e9db,"Berlin, Berlin, Germany, Europe",Jetty is an HRtech startup that is looking to change the current hiring practice which it believes is an emotional black-box for candidates.,https://www.usejetty.com/,Seed,1,170000,EUR,184694,Yes,Seed,1
Pre Seed Round - Nysta,https://www.crunchbase.com/funding_round/trace-hat-pre-seed--19f3f8f5,"Big Data, Information Technology, SaaS, Video Advertising, Video Streaming",Antler,Antler,130000,USD,130000,Pre-Seed,2022-01-01,,,,Nysta,https://www.crunchbase.com/organization/trace-hat,"Stockholm, Stockholms Lan, Sweden, Europe","Nysta is the future of brand management on streaming platforms. Manage creators, track brand mentions, viewership, and optimize video ads.",https://nysta.io/,Seed,1,130000,USD,130000,Yes,Seed,1
Seed Round - Mataono,https://www.crunchbase.com/funding_round/mataono-seed--ce871e45,"Corporate Training, Market Research, SaaS, Sales, Software",,,,,,Seed,2022-06-15,11600000,EUR,12130922,Mataono,https://www.crunchbase.com/organization/mataono,"Dresden, Sachsen, Germany, Europe",Mataono is a SaaS which turns meetings into experiences based on emotions,https://www.mataono.com,Seed,2,800000,EUR,953813,Yes,Seed,
